timestamp,driver_id,velocidade_registrada,limite_permitido,tipo_local,latitude,longitude,excesso_kmh
2026-09-01 21:49:20.231244,driver_01,70,60,Via comum,-23.559825,-46.634437,10
2026-09-01 21:49:34.245463,driver_03,75,60,Via comum,-23.55404,-46.642559,15
2026-09-01 21:49:42.252450,driver_02,77,40,Zona de risco (Hospital das Clínicas),-23.552653,-46.648812,37
2026-09-01 21:49:58.263496,driver_02,65,40,Zona de risco (Hospital das Clínicas),-23.555143,-46.648244,25
2026-09-01 21:50:00.265062,driver_01,72,60,Via comum,-23.542135,-46.640414,12
2026-09-01 21:50:02.266837,driver_01,66,60,Via comum,-23.549928,-46.640666,6
2026-09-01 21:50:14.277712,driver_02,76,60,Via comum,-23.549845,-46.642244,16
2026-09-01 21:50:22.282808,driver_03,63,60,Via comum,-23.543309,-46.648879,3
2026-09-01 21:50:38.294091,driver_03,69,40,Zona de risco (Escola Estadual Central),-23.546715,-46.640242,29
2026-09-01 21:51:00.309330,driver_02,41,40,Zona de risco (Hospital das Clínicas),-23.554939,-46.649082,1
2026-09-01 21:51:16.324408,driver_03,61,60,Via comum,-23.552534,-46.63283,1
2026-09-01 21:51:28.333609,driver_02,62,60,Via comum,-23.548373,-46.65901,2
2026-09-01 21:51:42.343444,driver_01,68,40,Zona de risco (Escola Estadual Central),-23.545782,-46.641173,28
2026-09-01 21:51:46.346261,driver_02,80,60,Via comum,-23.550356999999998,-46.640438,20
2026-09-01 21:52:04.359391,driver_02,66,60,Via comum,-23.553841,-46.639847,6
2026-09-01 21:52:12.364559,driver_02,64,60,Via comum,-23.552292,-46.636093,4
2026-09-01 21:52:16.367081,driver_02,65,60,Via comum,-23.552073,-46.633667,5
2026-09-01 21:52:24.373085,driver_03,48,40,Zona de risco (Hospital das Clínicas),-23.555558,-46.65677,8
2026-09-01 21:52:34.379228,driver_02,70,40,Zona de risco (Escola Estadual Central),-23.544216,-46.639825,30
2026-09-01 21:52:56.394063,driver_02,71,60,Via comum,-23.554657,-46.645534,11
2026-09-01 21:53:10.405879,driver_03,63,60,Via comum,-23.546106,-46.643209,3
2026-09-01 21:53:18.412157,driver_03,71,60,Via comum,-23.548962,-46.632027,11
2026-09-01 21:53:28.418752,driver_01,63,60,Via comum,-23.559948,-46.64838,3
2026-09-01 21:53:36.425551,driver_02,71,60,Via comum,-23.546004,-46.642,11
2026-09-01 21:53:46.431706,driver_03,65,60,Via comum,-23.552877,-46.642735,5
2026-09-01 21:53:54.438284,driver_02,79,60,Via comum,-23.546381,-46.631369,19
2026-09-01 21:54:00.443274,driver_03,76,60,Via comum,-23.541145,-46.63515,16
2026-09-01 21:54:02.444549,driver_03,62,60,Via comum,-23.54929,-46.632968,2
2026-09-01 21:54:04.446638,driver_03,68,60,Via comum,-23.55887,-46.645999,8
2026-09-01 21:54:18.456732,driver_01,67,60,Via comum,-23.546385,-46.652893,7
2026-09-01 21:54:22.459086,driver_03,63,60,Via comum,-23.547359,-46.64821,3
2026-09-01 21:54:24.460636,driver_01,66,60,Via comum,-23.54323,-46.655656,6
2026-09-01 21:54:26.462113,driver_01,70,60,Via comum,-23.554144,-46.644642,10
2026-09-01 21:54:28.463596,driver_02,57,40,Zona de risco (Hospital das Clínicas),-23.552696,-46.6515,17
2026-09-01 21:54:34.467617,driver_03,52,40,Zona de risco (Hospital das Clínicas),-23.552633,-46.655784,12
2026-09-01 21:54:40.471780,driver_02,70,60,Via comum,-23.557518,-46.638732,10
2026-09-01 21:54:46.477300,driver_02,62,60,Via comum,-23.555586,-46.658,2
2026-09-01 21:54:52.481222,driver_02,73,60,Via comum,-23.550404,-46.635544,13
2026-09-01 21:54:54.482233,driver_03,63,60,Via comum,-23.547761,-46.640825,3
2026-09-01 21:54:58.485914,driver_01,63,60,Via comum,-23.559248,-46.656581,3
2026-09-01 21:55:06.491148,driver_01,63,60,Via comum,-23.541174,-46.63281,3
2026-09-01 21:55:12.495131,driver_03,71,60,Via comum,-23.544381,-46.656739,11
2026-09-01 21:55:18.499559,driver_01,51,40,Zona de risco (Hospital das Clínicas),-23.552679,-46.651787,11
2026-09-01 21:55:22.502130,driver_01,72,60,Via comum,-23.559828,-46.640496,12
2026-09-01 21:55:30.507064,driver_01,72,60,Via comum,-23.545148,-46.654186,12
2026-09-01 21:55:44.515507,driver_01,75,60,Via comum,-23.545923,-46.642529,15
2026-09-01 21:55:54.525515,driver_02,66,60,Via comum,-23.547983,-46.654399,6
2026-09-01 21:55:56.526533,driver_03,69,60,Via comum,-23.547774,-46.652891,9
2026-09-01 21:56:00.528974,driver_03,73,60,Via comum,-23.558951,-46.643317,13
2026-09-01 21:56:04.530953,driver_03,49,40,Zona de risco (Hospital das Clínicas),-23.552896,-46.653546,9
2026-09-01 21:56:12.536004,driver_01,64,60,Via comum,-23.551046,-46.638921,4
2026-09-01 21:56:18.539859,driver_01,78,60,Via comum,-23.543705,-46.630055,18
2026-09-01 21:56:22.542432,driver_02,73,60,Via comum,-23.548035,-46.656032,13
2026-09-01 21:56:28.545687,driver_03,80,60,Via comum,-23.550957,-46.634601,20
2026-09-01 21:56:30.547672,driver_02,73,60,Via comum,-23.550567,-46.631102,13
2026-09-01 21:56:34.550245,driver_01,70,60,Via comum,-23.55843,-46.642298,10
2026-09-01 21:56:36.551685,driver_03,75,60,Via comum,-23.544106,-46.632419,15
2026-09-01 21:56:40.554080,driver_01,77,60,Via comum,-23.543456,-46.632362,17
2026-09-01 21:56:42.555757,driver_03,67,40,Zona de risco (Hospital das Clínicas),-23.551967,-46.654075,27
2026-09-01 21:56:48.560367,driver_03,69,60,Via comum,-23.549605,-46.637163,9
2026-09-01 21:57:02.573185,driver_01,53,40,Zona de risco (Hospital das Clínicas),-23.558135,-46.651917,13
2026-09-01 21:57:08.577072,driver_03,63,60,Via comum,-23.559994,-46.636465,3
2026-09-01 21:57:10.578578,driver_01,71,40,Zona de risco (Hospital das Clínicas),-23.553385,-46.64866,31
2026-09-01 21:57:12.580131,driver_03,73,40,Zona de risco (Hospital das Clínicas),-23.555191,-46.651145,33
2026-09-01 21:57:24.588299,driver_02,63,60,Via comum,-23.54944,-46.659634,3
2026-09-01 21:57:28.601648,driver_01,68,60,Via comum,-23.55018,-46.639441,8
2026-09-01 21:57:42.610608,driver_03,62,60,Via comum,-23.551152,-46.63292,2
2026-09-01 21:57:48.614644,driver_02,76,60,Via comum,-23.558816,-46.634168,16
2026-09-01 21:57:56.620383,driver_01,73,60,Via comum,-23.554364,-46.642048,13
2026-09-01 21:58:30.644762,driver_01,76,60,Via comum,-23.557012,-46.658633,16
2026-09-01 21:58:32.646023,driver_02,71,60,Via comum,-23.546035,-46.644141,11
2026-09-01 21:58:40.651313,driver_02,78,60,Via comum,-23.540518,-46.642229,18
2026-09-01 21:58:42.652284,driver_02,66,60,Via comum,-23.55154,-46.646166,6
2026-09-01 21:59:00.664961,driver_02,61,60,Via comum,-23.548383,-46.634752,1
2026-09-01 21:59:02.667122,driver_03,72,60,Via comum,-23.543137,-46.631396,12
2026-09-01 21:59:04.668170,driver_02,80,60,Via comum,-23.54845,-46.64085,20
2026-09-01 21:59:06.669285,driver_02,64,60,Via comum,-23.5578,-46.642301,4
2026-09-01 21:59:10.672310,driver_01,66,40,Zona de risco (Hospital das Clínicas),-23.557105,-46.655501,26
2026-09-01 21:59:14.675558,driver_03,75,60,Via comum,-23.555622,-46.639576,15
2026-09-01 21:59:16.679724,driver_01,64,60,Via comum,-23.549358,-46.646722,4
2026-09-01 21:59:18.681202,driver_02,66,60,Via comum,-23.557963,-46.644003,6
2026-09-01 21:59:20.682413,driver_03,49,40,Zona de risco (Escola Estadual Central),-23.54789,-46.638537,9
2026-09-01 21:59:22.687251,driver_02,77,60,Via comum,-23.553009,-46.634093,17
2026-09-01 21:59:26.701969,driver_03,71,60,Via comum,-23.559705,-46.648146,11
2026-09-01 21:59:28.703379,driver_02,62,60,Via comum,-23.54566,-46.651665,2
2026-09-01 21:59:30.704391,driver_01,78,60,Via comum,-23.544992,-46.647715,18
2026-09-01 21:59:32.705858,driver_03,60,40,Zona de risco (Hospital das Clínicas),-23.554048,-46.6567,20
2026-09-01 21:59:42.713421,driver_01,71,60,Via comum,-23.551227,-46.643825,11
2026-09-01 21:59:44.714776,driver_03,75,60,Via comum,-23.540922,-46.651351,15
2026-09-01 21:59:48.717033,driver_02,71,40,Zona de risco (Hospital das Clínicas),-23.555453,-46.656406,31
2026-09-01 21:59:50.718589,driver_01,68,60,Via comum,-23.551724,-46.644929,8
2026-09-01 21:59:56.722282,driver_02,68,60,Via comum,-23.559566,-46.649399,8
2026-09-01 22:00:04.727679,driver_02,74,40,Zona de risco (Escola Estadual Central),-23.545401,-46.636929,34
2026-09-01 22:00:14.734164,driver_02,48,40,Zona de risco (Hospital das Clínicas),-23.55698,-46.653814,8
2026-09-01 22:00:30.743775,driver_01,79,60,Via comum,-23.554656,-46.658508,19
2026-09-01 22:00:34.746841,driver_03,80,60,Via comum,-23.54107,-46.6316,20
2026-09-01 22:00:44.754688,driver_01,77,60,Via comum,-23.559912,-46.659486,17
2026-09-01 22:00:52.761138,driver_02,61,60,Via comum,-23.559446,-46.655126,1
2026-09-01 22:00:56.765064,driver_01,78,60,Via comum,-23.546515,-46.652533,18
2026-09-01 22:00:58.766614,driver_02,68,60,Via comum,-23.557809,-46.659507,8
2026-09-01 22:01:14.778976,driver_01,70,60,Via comum,-23.548915,-46.646688,10
2026-09-01 22:01:18.781535,driver_01,71,60,Via comum,-23.549209,-46.633881,11
2026-09-01 22:01:30.791334,driver_02,70,60,Via comum,-23.545226,-46.656225,10
2026-09-01 22:01:32.792944,driver_01,70,60,Via comum,-23.556182,-46.630982,10
2026-09-01 22:01:38.797441,driver_02,69,60,Via comum,-23.552888,-46.658868,9
2026-09-01 22:01:44.802227,driver_03,70,60,Via comum,-23.541685,-46.657436,10
2026-09-01 22:01:46.803815,driver_03,58,40,Zona de risco (Escola Estadual Central),-23.544464,-46.635676,18
2026-09-01 22:01:54.808833,driver_02,66,60,Via comum,-23.55301,-46.646926,6
2026-09-01 22:01:56.809546,driver_03,77,60,Via comum,-23.547985,-46.646642,17
2026-09-01 22:01:58.810871,driver_02,77,60,Via comum,-23.558385,-46.633636,17
2026-09-01 22:02:10.820479,driver_03,56,40,Zona de risco (Hospital das Clínicas),-23.555063,-46.647884,16
2026-09-01 22:02:18.827099,driver_02,72,60,Via comum,-23.552202,-46.645336,12
2026-09-01 22:02:22.829706,driver_02,73,40,Zona de risco (Hospital das Clínicas),-23.553365,-46.652851,33
2026-09-01 22:02:24.831036,driver_03,77,60,Via comum,-23.544296,-46.658743,17
2026-09-01 22:02:28.834047,driver_01,66,60,Via comum,-23.551265,-46.646135,6
2026-09-01 22:02:40.843770,driver_03,67,60,Via comum,-23.553813,-46.632644,7
2026-09-01 22:02:48.849670,driver_02,71,60,Via comum,-23.546491,-46.647863,11
2026-09-01 22:02:52.853003,driver_03,47,40,Zona de risco (Escola Estadual Central),-23.547337,-46.63886,7
2026-09-01 22:02:54.854576,driver_03,65,60,Via comum,-23.554380000000002,-46.63693,5
2026-09-01 22:02:56.855838,driver_03,44,40,Zona de risco (Hospital das Clínicas),-23.552917,-46.648795,4
2026-09-01 22:03:02.859442,driver_03,64,60,Via comum,-23.550738,-46.639172,4
2026-09-01 22:03:12.865985,driver_03,58,40,Zona de risco (Hospital das Clínicas),-23.550826999999998,-46.653141,18
2026-09-01 22:03:18.869818,driver_03,75,40,Zona de risco (Escola Estadual Central),-23.548151,-46.636454,35
2026-09-01 22:03:20.871169,driver_01,67,60,Via comum,-23.559357,-46.654359,7
2026-09-01 22:03:22.872816,driver_02,62,60,Via comum,-23.556735,-46.645756,2
2026-09-01 22:03:26.876439,driver_01,62,60,Via comum,-23.550089,-46.63485,2
2026-09-01 22:03:36.883971,driver_02,79,60,Via comum,-23.552954,-46.63881,19
2026-09-01 22:03:38.885233,driver_03,77,60,Via comum,-23.557104,-46.64635,17
2026-09-01 22:03:44.890198,driver_02,80,60,Via comum,-23.555403,-46.637518,20
2026-09-01 22:03:48.893149,driver_01,68,60,Via comum,-23.545387,-46.650179,8
2026-09-01 22:03:58.902445,driver_03,68,60,Via comum,-23.555801,-46.646083,8
2026-09-01 22:04:02.905476,driver_03,76,40,Zona de risco (Hospital das Clínicas),-23.553894,-46.655358,36
2026-09-01 22:04:06.909223,driver_03,80,40,Zona de risco (Hospital das Clínicas),-23.550583,-46.652223,40
2026-09-01 22:04:08.910599,driver_01,59,40,Zona de risco (Escola Estadual Central),-23.543337,-46.640711,19
2026-09-01 22:04:18.918487,driver_02,54,40,Zona de risco (Hospital das Clínicas),-23.554169,-46.65473,14
2026-09-01 22:04:22.921234,driver_01,80,40,Zona de risco (Escola Estadual Central),-23.546853,-46.635534,40
2026-09-01 22:04:36.932203,driver_03,62,60,Via comum,-23.544389,-46.656317,2
2026-09-01 22:05:00.949741,driver_02,48,40,Zona de risco (Escola Estadual Central),-23.541988,-46.637084,8
2026-09-01 22:05:04.952558,driver_01,48,40,Zona de risco (Hospital das Clínicas),-23.557388,-46.653089,8
2026-09-01 22:05:14.959049,driver_01,74,60,Via comum,-23.55271,-46.638566,14
2026-09-01 22:05:16.960539,driver_02,79,60,Via comum,-23.543391,-46.657356,19
2026-09-01 22:05:18.962345,driver_03,41,40,Zona de risco (Hospital das Clínicas),-23.556585,-46.653397,1
2026-09-01 22:05:28.968653,driver_03,75,60,Via comum,-23.548183,-46.644287,15
2026-09-01 22:05:30.970065,driver_01,62,40,Zona de risco (Escola Estadual Central),-23.546204,-46.634791,22
2026-09-01 22:05:32.972052,driver_03,74,60,Via comum,-23.543985,-46.633389,14
2026-09-01 22:05:36.975313,driver_02,62,60,Via comum,-23.542813,-46.65738,2
2026-09-01 22:05:38.976680,driver_01,57,40,Zona de risco (Hospital das Clínicas),-23.550989,-46.650093,17
2026-09-01 22:05:40.977944,driver_01,67,40,Zona de risco (Hospital das Clínicas),-23.552665,-46.655321,27
2026-09-01 22:05:46.982625,driver_01,71,60,Via comum,-23.55046,-46.641914,11
2026-09-01 22:05:56.991231,driver_02,72,60,Via comum,-23.559337,-46.64776,12
2026-09-01 22:06:02.996351,driver_03,79,60,Via comum,-23.549363,-46.631357,19
2026-09-01 22:06:06.999163,driver_03,74,60,Via comum,-23.55031,-46.637532,14
2026-09-01 22:06:11.014049,driver_03,58,40,Zona de risco (Escola Estadual Central),-23.547392,-46.640593,18
2026-09-01 22:06:15.017206,driver_01,72,60,Via comum,-23.556872,-46.6332,12
2026-09-01 22:06:23.024238,driver_01,72,60,Via comum,-23.549416,-46.643989,12
2026-09-01 22:06:37.035331,driver_02,64,40,Zona de risco (Hospital das Clínicas),-23.557058,-46.650823,24
2026-09-01 22:06:39.037380,driver_03,70,40,Zona de risco (Escola Estadual Central),-23.543528,-46.636912,30
2026-09-01 22:06:51.045928,driver_01,66,60,Via comum,-23.556071,-46.630902,6
2026-09-01 22:06:53.047368,driver_03,62,60,Via comum,-23.552269,-46.631851,2
2026-09-01 22:06:57.049946,driver_01,65,60,Via comum,-23.543195,-46.655137,5
2026-09-01 22:06:59.051646,driver_03,73,60,Via comum,-23.54156,-46.646241,13
2026-09-01 22:07:01.053646,driver_02,80,40,Zona de risco (Hospital das Clínicas),-23.55495,-46.651056,40
2026-09-01 22:07:03.055217,driver_03,68,60,Via comum,-23.541118,-46.643006,8
2026-09-01 22:07:07.058316,driver_01,63,60,Via comum,-23.54969,-46.645337,3
2026-09-01 22:07:17.070498,driver_01,56,40,Zona de risco (Escola Estadual Central),-23.543073,-46.640301,16
2026-09-01 22:07:19.071592,driver_01,44,40,Zona de risco (Hospital das Clínicas),-23.554563,-46.655513,4
2026-09-01 22:07:39.087951,driver_02,80,60,Via comum,-23.558742,-46.657387,20
2026-09-01 22:07:41.089610,driver_01,57,40,Zona de risco (Hospital das Clínicas),-23.554483,-46.651774,17
2026-09-01 22:07:43.090861,driver_01,42,40,Zona de risco (Hospital das Clínicas),-23.552836,-46.651173,2
2026-09-01 22:07:51.096961,driver_02,67,60,Via comum,-23.542255,-46.659016,7
2026-09-01 22:07:53.098612,driver_03,71,60,Via comum,-23.554223,-46.644014,11
2026-09-01 22:08:01.104565,driver_01,61,60,Via comum,-23.559883,-46.643939,1
2026-09-01 22:08:13.113938,driver_02,56,40,Zona de risco (Hospital das Clínicas),-23.553093,-46.650713,16
2026-09-01 22:08:15.115818,driver_02,79,60,Via comum,-23.551581,-46.630689,19
2026-09-01 22:08:25.124740,driver_03,71,60,Via comum,-23.551246,-46.633257,11
2026-09-01 22:08:27.125611,driver_01,63,60,Via comum,-23.55912,-46.633505,3
2026-09-01 22:08:39.134380,driver_02,68,40,Zona de risco (Escola Estadual Central),-23.544265,-46.638982,28
2026-09-01 22:08:59.149065,driver_03,78,60,Via comum,-23.550359,-46.650107,18
2026-09-01 22:09:05.154513,driver_01,75,60,Via comum,-23.559977,-46.654635,15
2026-09-01 22:09:19.164794,driver_01,77,60,Via comum,-23.548878,-46.652041,17
2026-09-01 22:09:21.165970,driver_01,62,60,Via comum,-23.548036,-46.652664,2
2026-09-01 22:09:33.175386,driver_01,79,40,Zona de risco (Hospital das Clínicas),-23.553524,-46.655339,39
2026-09-01 22:09:41.182074,driver_03,72,60,Via comum,-23.558685,-46.645894,12
2026-09-01 22:09:43.183238,driver_03,57,40,Zona de risco (Hospital das Clínicas),-23.558485,-46.65182,17
2026-09-01 22:09:47.185850,driver_01,70,60,Via comum,-23.543241,-46.648398,10
2026-09-01 22:09:49.187733,driver_02,75,60,Via comum,-23.542911,-46.642467,15
2026-09-01 22:09:55.195557,driver_03,62,60,Via comum,-23.54902,-46.635018,2
2026-09-01 22:09:57.196893,driver_03,74,60,Via comum,-23.547633,-46.645612,14
2026-09-01 22:10:01.199642,driver_02,64,60,Via comum,-23.548106,-46.65547,4
2026-09-01 22:10:05.202788,driver_01,52,40,Zona de risco (Escola Estadual Central),-23.546221,-46.638152,12
2026-09-01 22:10:17.212981,driver_02,56,40,Zona de risco (Hospital das Clínicas),-23.554554,-46.649083,16
2026-09-01 22:10:19.215731,driver_02,75,60,Via comum,-23.553951,-46.646048,15
2026-09-01 22:10:23.218667,driver_01,79,60,Via comum,-23.542022,-46.65377,19
2026-09-01 22:10:35.228560,driver_03,75,60,Via comum,-23.553549,-46.638563,15
2026-09-01 22:10:43.233927,driver_03,67,60,Via comum,-23.544415,-46.654451,7
2026-09-01 22:11:05.249651,driver_01,74,60,Via comum,-23.548028,-46.635876,14
2026-09-01 22:11:07.251583,driver_01,71,40,Zona de risco (Escola Estadual Central),-23.547305,-46.639927,31
2026-09-01 22:11:15.258107,driver_03,68,60,Via comum,-23.54296,-46.633993,8
2026-09-01 22:11:27.266932,driver_01,68,60,Via comum,-23.547423,-46.634185,8
2026-09-01 22:11:39.275833,driver_02,63,60,Via comum,-23.555233,-46.644209,3
2026-09-01 22:11:41.277172,driver_03,52,40,Zona de risco (Escola Estadual Central),-23.546956,-46.639048,12
2026-09-01 22:11:53.287314,driver_01,69,60,Via comum,-23.548655,-46.648169,9
2026-09-01 22:12:11.304620,driver_03,80,40,Zona de risco (Escola Estadual Central),-23.54738,-46.638658,40
2026-09-01 22:12:15.307418,driver_01,70,60,Via comum,-23.546788,-46.646229,10
2026-09-01 22:12:21.313202,driver_01,71,40,Zona de risco (Hospital das Clínicas),-23.55088,-46.651489,31
2026-09-01 22:12:27.316789,driver_03,80,40,Zona de risco (Hospital das Clínicas),-23.555733,-46.652789,40
2026-09-01 22:12:29.318467,driver_02,68,60,Via comum,-23.549999,-46.655801,8
2026-09-01 22:12:37.324350,driver_03,70,60,Via comum,-23.541726,-46.646047,10
2026-09-01 22:12:49.332982,driver_01,73,60,Via comum,-23.547706,-46.656097,13
2026-09-01 22:12:51.334644,driver_02,78,40,Zona de risco (Hospital das Clínicas),-23.556394,-46.650394,38
2026-09-01 22:13:09.346844,driver_02,71,60,Via comum,-23.553422,-46.643016,11
2026-09-01 22:13:19.355011,driver_03,75,60,Via comum,-23.557195,-46.658906,15
2026-09-01 22:13:21.356187,driver_01,61,60,Via comum,-23.552472,-46.644854,1
2026-09-01 22:13:27.360526,driver_02,62,40,Zona de risco (Escola Estadual Central),-23.542122,-46.638886,22
2026-09-01 22:13:29.362276,driver_03,80,60,Via comum,-23.544875,-46.651818,20
2026-09-01 22:13:35.366066,driver_01,80,60,Via comum,-23.543761,-46.647598,20
2026-09-01 22:13:39.370114,driver_01,62,60,Via comum,-23.55971,-46.652344,2
2026-09-01 22:14:01.389513,driver_03,77,40,Zona de risco (Hospital das Clínicas),-23.55799,-46.651679,37
2026-09-01 22:14:05.392731,driver_02,61,60,Via comum,-23.548166,-46.658084,1
2026-09-01 22:14:11.397122,driver_02,79,60,Via comum,-23.542595,-46.630807,19
2026-09-01 22:14:13.398463,driver_03,76,60,Via comum,-23.559117,-46.659495,16
2026-09-01 22:14:17.402026,driver_01,76,60,Via comum,-23.555243,-46.646962,16
2026-09-01 22:14:19.404251,driver_03,66,60,Via comum,-23.547811,-46.656192,6
2026-09-01 22:14:21.406006,driver_01,60,40,Zona de risco (Hospital das Clínicas),-23.554588,-46.655483,20
2026-09-01 22:14:23.407866,driver_02,76,60,Via comum,-23.54243,-46.657131,16
2026-09-01 22:14:25.409736,driver_03,62,60,Via comum,-23.550191,-46.655742,2
2026-09-01 22:14:29.411891,driver_03,54,40,Zona de risco (Hospital das Clínicas),-23.556913,-46.653692,14
2026-09-01 22:14:39.419604,driver_01,70,60,Via comum,-23.550677,-46.638087,10
2026-09-01 22:14:43.422950,driver_03,58,40,Zona de risco (Escola Estadual Central),-23.542418,-46.638204,18
2026-09-01 22:14:49.427015,driver_02,62,60,Via comum,-23.552747,-46.635974,2
2026-09-01 22:15:01.436759,driver_02,69,60,Via comum,-23.555185,-46.635198,9
2026-09-01 22:15:03.437948,driver_02,61,40,Zona de risco (Hospital das Clínicas),-23.554446,-46.654654,21
2026-09-01 22:15:05.438923,driver_03,75,60,Via comum,-23.555742,-46.632283,15
2026-09-01 22:15:07.441138,driver_02,44,40,Zona de risco (Hospital das Clínicas),-23.554189,-46.656397,4
2026-09-01 22:15:09.442604,driver_01,47,40,Zona de risco (Hospital das Clínicas),-23.558098,-46.648459,7
2026-09-01 22:15:17.449382,driver_01,68,60,Via comum,-23.548341,-46.643627,8
2026-09-01 22:15:21.452182,driver_03,66,60,Via comum,-23.553603,-46.643186,6
2026-09-01 22:15:25.454312,driver_02,71,60,Via comum,-23.548598,-46.630513,11
2026-09-01 22:15:31.458580,driver_01,63,60,Via comum,-23.548828,-46.643229,3
2026-09-01 22:15:35.461330,driver_03,62,60,Via comum,-23.54063,-46.654541,2
2026-09-01 22:15:39.464125,driver_02,61,60,Via comum,-23.543484,-46.654097,1
2026-09-01 22:15:49.471409,driver_02,64,40,Zona de risco (Hospital das Clínicas),-23.557258,-46.653556,24
2026-09-01 22:15:59.478694,driver_01,67,40,Zona de risco (Escola Estadual Central),-23.542358,-46.637554,27
2026-09-01 22:16:07.485439,driver_01,67,60,Via comum,-23.548551,-46.653698,7
2026-09-01 22:16:11.488457,driver_01,80,60,Via comum,-23.546668,-46.646588,20
2026-09-01 22:16:13.489744,driver_03,79,60,Via comum,-23.552035,-46.636445,19
2026-09-01 22:16:15.491581,driver_02,66,60,Via comum,-23.546924,-46.642904,6
2026-09-01 22:16:23.497359,driver_01,62,60,Via comum,-23.547403,-46.643794,2
2026-09-01 22:16:35.506664,driver_02,63,60,Via comum,-23.546041,-46.631186,3
2026-09-01 22:16:37.508118,driver_02,76,60,Via comum,-23.559367,-46.645457,16
2026-09-01 22:16:43.513617,driver_01,67,60,Via comum,-23.540622,-46.647299,7
2026-09-01 22:16:59.526993,driver_03,61,60,Via comum,-23.546101,-46.643116,1
2026-09-01 22:17:01.528145,driver_02,78,60,Via comum,-23.540419,-46.634445,18
2026-09-01 22:17:05.531027,driver_03,67,60,Via comum,-23.557962,-46.64069,7
